invoice_id;branch;city;customer_type;gender;product_line;unit_price;quantity;tax_5_pct;total;date;purchase_hour;payment;cogs;gross_income;rating;customer_profile;customer_id;total_price;recency;frequency;monetary;r_score;f_score;m_score;rfm_score;rfm_score_label;rfm_combination;r_score_label;f_score_label;m_score_label;rfm_label
573-58-9734;B;Mandalay;Normal;Female;Fashion Accessories;30.37;3;4.5555;95.6655;2019-03-28;13;E-Wallet;91.11;4.5555;5.1;Mandalay_Normal_Female;9;91.11;3;77;24836.06;2;4;1;7;Silver;241;Less Recent;High Repurchaser;Low Spender;Less Recent, High Repurchaser, Low Spender
817-69-8206;B;Mandalay;Normal;Female;Electronic Accessories;99.73;9;44.8785;942.4485;2019-03-02;19;Credit Card;897.57;44.8785;6.5;Mandalay_Normal_Female;9;897.57;3;77;24836.06;2;4;1;7;Silver;241;Less Recent;High Repurchaser;Low Spender;Less Recent, High Repurchaser, Low Spender
888-02-0338;A;Yangon;Normal;Male;Electronic Accessories;26.23;9;11.8035;247.8735;2019-01-25;20;E-Wallet;236.07;11.8035;5.9;Yangon_Normal_Male;3;236.07;3;92;24701.71;2;4;1;7;Silver;241;Less Recent;High Repurchaser;Low Spender;Less Recent, High Repurchaser, Low Spender
677-11-0152;C;Naypyitaw;Normal;Female;Food And Beverages;93.26;9;41.967;881.307;2019-01-16;18;Cash;839.34;41.967;8.8;Naypyitaw_Normal_Female;2;839.34;3;82;25744.78;2;4;4;10;Platinum;244;Less Recent;High Repurchaser;Top Spender;Less Recent, High Repurchaser, Top Spender
142-63-6033;B;Mandalay;Normal;Male;Home And Lifestyle;92.36;5;23.09;484.89;2019-03-20;19;E-Wallet;461.8;23.09;4.9;Mandalay_Normal_Male;11;461.8;2;90;25157.26;2;4;2;8;Gold;242;Less Recent;High Repurchaser;Medium Spender;Less Recent, High Repurchaser, Medium Spender
656-16-1063;B;Mandalay;Normal;Male;Sports And Travel;46.42;3;6.963;146.223;2019-01-04;13;Credit Card;139.26;6.963;4.4;Mandalay_Normal_Male;11;139.26;2;90;25157.26;2;4;2;8;Gold;242;Less Recent;High Repurchaser;Medium Spender;Less Recent, High Repurchaser, Medium Spender
891-58-8335;B;Mandalay;Member;Female;Sports And Travel;29.61;7;10.3635;217.6335;2019-03-11;15;Cash;207.27;10.3635;6.5;Mandalay_Member_Female;6;207.26999999999998;4;85;25571.84;3;4;3;10;Platinum;343;Very Long / Longest Time;High Repurchaser;High Spender;Very Long / Longest Time, High Repurchaser, High Spender
802-43-8934;A;Yangon;Normal;Male;Home And Lifestyle;18.28;1;0.914;19.194;2019-03-22;15;Credit Card;18.28;0.914;8.3;Yangon_Normal_Male;3;18.28;3;92;24701.71;2;4;1;7;Silver;241;Less Recent;High Repurchaser;Low Spender;Less Recent, High Repurchaser, Low Spender
560-30-5617;B;Mandalay;Normal;Female;Sports And Travel;24.77;5;6.1925;130.0425;2019-03-24;18;Cash;123.85;6.1925;8.5;Mandalay_Normal_Female;9;123.85;3;77;24836.06;2;4;1;7;Silver;241;Less Recent;High Repurchaser;Low Spender;Less Recent, High Repurchaser, Low Spender
319-74-2561;A;Yangon;Member;Female;Electronic Accessories;94.64;3;14.196;298.116;2019-02-21;16;Cash;283.92;14.196;5.5;Yangon_Member_Female;1;283.92;1;80;25374.35;1;4;2;7;Silver;142;Most Recent;High Repurchaser;Medium Spender;Most Recent, High Repurchaser, Medium Spender
549-03-9315;B;Mandalay;Normal;Male;Fashion Accessories;94.87;8;37.948;796.908;2019-02-12;12;E-Wallet;758.96;37.948;8.7;Mandalay_Normal_Male;11;758.96;2;90;25157.26;2;4;2;8;Gold;242;Less Recent;High Repurchaser;Medium Spender;Less Recent, High Repurchaser, Medium Spender
790-29-1172;B;Mandalay;Normal;Female;Food And Beverages;57.34;3;8.601;180.621;2019-03-10;18;Credit Card;172.02;8.601;7.9;Mandalay_Normal_Female;9;172.02;3;77;24836.06;2;4;1;7;Silver;241;Less Recent;High Repurchaser;Low Spender;Less Recent, High Repurchaser, Low Spender
239-36-3640;B;Mandalay;Normal;Male;Electronic Accessories;45.35;6;13.605;285.705;2019-01-31;13;E-Wallet;272.1;13.605;6.1;Mandalay_Normal_Male;11;272.1;2;90;25157.26;2;4;2;8;Gold;242;Less Recent;High Repurchaser;Medium Spender;Less Recent, High Repurchaser, Medium Spender
468-01-2051;B;Mandalay;Normal;Male;Food And Beverages;62.08;7;21.728;456.288;2019-03-06;13;E-Wallet;434.56;21.728;5.4;Mandalay_Normal_Male;11;434.56;2;90;25157.26;2;4;2;8;Gold;242;Less Recent;High Repurchaser;Medium Spender;Less Recent, High Repurchaser, Medium Spender
389-25-3394;C;Naypyitaw;Normal;Male;Electronic Accessories;11.81;5;2.9525;62.0025;2019-02-17;18;Cash;59.05;2.9525;9.4;Naypyitaw_Normal_Male;5;59.050000000000004;1;77;25386.1;1;4;3;8;Gold;143;Most Recent;High Repurchaser;High Spender;Most Recent, High Repurchaser, High Spender
279-62-1445;C;Naypyitaw;Member;Female;Fashion Accessories;12.54;1;0.627;13.167;2019-02-21;12;Cash;12.54;0.627;8.2;Naypyitaw_Member_Female;12;12.54;1;96;33003.28;1;4;4;9;Platinum;144;Most Recent;High Repurchaser;Top Spender;Most Recent, High Repurchaser, Top Spender
213-72-6612;A;Yangon;Normal;Male;Food And Beverages;43.25;2;4.325;90.825;2019-03-20;15;Cash;86.5;4.325;6.2;Yangon_Normal_Male;3;86.5;3;92;24701.71;2;4;1;7;Silver;241;Less Recent;High Repurchaser;Low Spender;Less Recent, High Repurchaser, Low Spender
746-68-6593;C;Naypyitaw;Member;Female;Sports And Travel;87.16;2;8.716;183.036;2019-01-11;14;Credit Card;174.32;8.716;9.7;Naypyitaw_Member_Female;12;174.32;1;96;33003.28;1;4;4;9;Platinum;144;Most Recent;High Repurchaser;Top Spender;Most Recent, High Repurchaser, Top Spender
836-82-5858;B;Mandalay;Member;Male;Health And Beauty;69.37;9;31.2165;655.5465;2019-01-26;19;E-Wallet;624.33;31.2165;4.0;Mandalay_Member_Male;7;624.33;1;80;25575.48;1;4;3;8;Gold;143;Most Recent;High Repurchaser;High Spender;Most Recent, High Repurchaser, High Spender
583-72-1480;C;Naypyitaw;Member;Male;Electronic Accessories;37.06;4;7.412;155.652;2019-01-31;16;E-Wallet;148.24;7.412;9.7;Naypyitaw_Member_Male;10;148.24;1;73;21169.37;1;4;1;6;Bronze;141;Most Recent;High Repurchaser;Low Spender;Most Recent, High Repurchaser, Low Spender
466-61-5506;B;Mandalay;Member;Female;Electronic Accessories;90.7;6;27.21;571.41;2019-02-26;10;Cash;544.2;27.21;5.3;Mandalay_Member_Female;6;544.2;4;85;25571.84;3;4;3;10;Platinum;343;Very Long / Longest Time;High Repurchaser;High Spender;Very Long / Longest Time, High Repurchaser, High Spender
721-86-6247;A;Yangon;Normal;Female;Home And Lifestyle;63.42;8;25.368;532.728;2019-03-11;12;E-Wallet;507.36;25.368;7.4;Yangon_Normal_Female;8;507.36;1;81;25358.19;1;4;2;7;Silver;142;Most Recent;High Repurchaser;Medium Spender;Most Recent, High Repurchaser, Medium Spender
289-65-5721;B;Mandalay;Normal;Female;Fashion Accessories;81.37;2;8.137;170.877;2019-01-26;19;Cash;162.74;8.137;6.5;Mandalay_Normal_Female;9;162.74;3;77;24836.06;2;4;1;7;Silver;241;Less Recent;High Repurchaser;Low Spender;Less Recent, High Repurchaser, Low Spender
545-46-3100;B;Mandalay;Member;Female;Electronic Accessories;10.59;3;1.5885;33.3585;2019-03-12;13;Credit Card;31.77;1.5885;8.7;Mandalay_Member_Female;6;31.77;4;85;25571.84;3;4;3;10;Platinum;343;Very Long / Longest Time;High Repurchaser;High Spender;Very Long / Longest Time, High Repurchaser, High Spender
418-02-5978;B;Mandalay;Normal;Female;Health And Beauty;84.09;9;37.8405;794.6505;2019-02-11;10;Cash;756.81;37.8405;8.0;Mandalay_Normal_Female;9;756.8100000000001;3;77;24836.06;2;4;1;7;Silver;241;Less Recent;High Repurchaser;Low Spender;Less Recent, High Repurchaser, Low Spender
269-04-5750;B;Mandalay;Member;Male;Fashion Accessories;73.82;4;14.764;310.044;2019-02-21;18;Cash;295.28;14.764;6.7;Mandalay_Member_Male;7;295.28;1;80;25575.48;1;4;3;8;Gold;143;Most Recent;High Repurchaser;High Spender;Most Recent, High Repurchaser, High Spender
157-13-5295;A;Yangon;Member;Male;Health And Beauty;51.94;10;25.97;545.37;2019-03-09;18;E-Wallet;519.4;25.97;6.5;Yangon_Member_Male;4;519.4;3;87;25708.96;2;4;4;10;Platinum;244;Less Recent;High Repurchaser;Top Spender;Less Recent, High Repurchaser, Top Spender
645-78-8093;A;Yangon;Normal;Female;Sports And Travel;93.14;2;9.314;195.594;2019-01-20;18;E-Wallet;186.28;9.314;4.1;Yangon_Normal_Female;8;186.28;1;81;25358.19;1;4;2;7;Silver;142;Most Recent;High Repurchaser;Medium Spender;Most Recent, High Repurchaser, Medium Spender
211-30-9270;C;Naypyitaw;Normal;Male;Health And Beauty;17.41;5;4.3525;91.4025;2019-01-28;15;Credit Card;87.05;4.3525;4.9;Naypyitaw_Normal_Male;5;87.05;1;77;25386.1;1;4;3;8;Gold;143;Most Recent;High Repurchaser;High Spender;Most Recent, High Repurchaser, High Spender
755-12-3214;C;Naypyitaw;Member;Female;Fashion Accessories;44.22;5;11.055;232.155;2019-03-05;17;Credit Card;221.1;11.055;8.6;Naypyitaw_Member_Female;12;221.1;1;96;33003.28;1;4;4;9;Platinum;144;Most Recent;High Repurchaser;Top Spender;Most Recent, High Repurchaser, Top Spender
346-84-3103;B;Mandalay;Member;Female;Electronic Accessories;13.22;5;3.305;69.405;2019-03-02;19;Cash;66.1;3.305;4.3;Mandalay_Member_Female;6;66.10000000000001;4;85;25571.84;3;4;3;10;Platinum;343;Very Long / Longest Time;High Repurchaser;High Spender;Very Long / Longest Time, High Repurchaser, High Spender
478-06-7835;A;Yangon;Normal;Male;Fashion Accessories;89.69;1;4.4845;94.1745;2019-01-11;11;E-Wallet;89.69;4.4845;4.9;Yangon_Normal_Male;3;89.69;3;92;24701.71;2;4;1;7;Silver;241;Less Recent;High Repurchaser;Low Spender;Less Recent, High Repurchaser, Low Spender
540-11-4336;A;Yangon;Normal;Male;Food And Beverages;24.94;9;11.223;235.683;2019-01-11;16;Credit Card;224.46;11.223;5.6;Yangon_Normal_Male;3;224.46;3;92;24701.71;2;4;1;7;Silver;241;Less Recent;High Repurchaser;Low Spender;Less Recent, High Repurchaser, Low Spender
448-81-5016;A;Yangon;Normal;Male;Health And Beauty;59.77;2;5.977;125.517;2019-03-11;12;Credit Card;119.54;5.977;5.8;Yangon_Normal_Male;3;119.54;3;92;24701.71;2;4;1;7;Silver;241;Less Recent;High Repurchaser;Low Spender;Less Recent, High Repurchaser, Low Spender
142-72-4741;C;Naypyitaw;Member;Male;Fashion Accessories;93.2;2;9.32;195.72;2019-02-28;18;Credit Card;186.4;9.32;6.0;Naypyitaw_Member_Male;10;186.4;1;73;21169.37;1;4;1;6;Bronze;141;Most Recent;High Repurchaser;Low Spender;Most Recent, High Repurchaser, Low Spender
217-58-1179;A;Yangon;Member;Male;Home And Lifestyle;62.65;4;12.53;263.13;2019-01-05;11;Cash;250.6;12.53;4.2;Yangon_Member_Male;4;250.6;3;87;25708.96;2;4;4;10;Platinum;244;Less Recent;High Repurchaser;Top Spender;Less Recent, High Repurchaser, Top Spender
376-02-8238;B;Mandalay;Normal;Male;Home And Lifestyle;93.87;8;37.548;788.508;2019-02-02;18;Credit Card;750.96;37.548;8.3;Mandalay_Normal_Male;11;750.96;2;90;25157.26;2;4;2;8;Gold;242;Less Recent;High Repurchaser;Medium Spender;Less Recent, High Repurchaser, Medium Spender
530-90-9855;A;Yangon;Member;Male;Home And Lifestyle;47.59;8;19.036;399.756;2019-01-01;14;Cash;380.72;19.036;5.7;Yangon_Member_Male;4;380.72;3;87;25708.96;2;4;4;10;Platinum;244;Less Recent;High Repurchaser;Top Spender;Less Recent, High Repurchaser, Top Spender
866-05-7563;B;Mandalay;Member;Female;Electronic Accessories;81.4;3;12.21;256.41;2019-02-09;19;Cash;244.2;12.21;4.8;Mandalay_Member_Female;6;244.20000000000002;4;85;25571.84;3;4;3;10;Platinum;343;Very Long / Longest Time;High Repurchaser;High Spender;Very Long / Longest Time, High Repurchaser, High Spender
604-70-6476;A;Yangon;Member;Male;Fashion Accessories;17.94;5;4.485;94.185;2019-01-23;14;E-Wallet;89.7;4.485;6.8;Yangon_Member_Male;4;89.7;3;87;25708.96;2;4;4;10;Platinum;244;Less Recent;High Repurchaser;Top Spender;Less Recent, High Repurchaser, Top Spender
799-71-1548;A;Yangon;Member;Male;Electronic Accessories;77.72;4;15.544;326.424;2019-01-07;16;Credit Card;310.88;15.544;8.8;Yangon_Member_Male;4;310.88;3;87;25708.96;2;4;4;10;Platinum;244;Less Recent;High Repurchaser;Top Spender;Less Recent, High Repurchaser, Top Spender
785-13-7708;B;Mandalay;Normal;Male;Food And Beverages;73.06;7;25.571;536.991;2019-01-14;19;Credit Card;511.42;25.571;4.2;Mandalay_Normal_Male;11;511.42;2;90;25157.26;2;4;2;8;Gold;242;Less Recent;High Repurchaser;Medium Spender;Less Recent, High Repurchaser, Medium Spender
845-51-0542;B;Mandalay;Member;Male;Food And Beverages;46.55;9;20.9475;439.8975;2019-02-02;15;E-Wallet;418.95;20.9475;6.4;Mandalay_Member_Male;7;418.95;1;80;25575.48;1;4;3;8;Gold;143;Most Recent;High Repurchaser;High Spender;Most Recent, High Repurchaser, High Spender
662-47-5456;C;Naypyitaw;Member;Male;Fashion Accessories;35.19;10;17.595;369.495;2019-03-17;19;Credit Card;351.9;17.595;8.4;Naypyitaw_Member_Male;10;351.9;1;73;21169.37;1;4;1;6;Bronze;141;Most Recent;High Repurchaser;Low Spender;Most Recent, High Repurchaser, Low Spender
883-17-4236;C;Naypyitaw;Normal;Female;Sports And Travel;14.39;2;1.439;30.219;2019-03-02;19;Credit Card;28.78;1.439;7.2;Naypyitaw_Normal_Female;2;28.78;3;82;25744.78;2;4;4;10;Platinum;244;Less Recent;High Repurchaser;Top Spender;Less Recent, High Repurchaser, Top Spender
290-68-2984;A;Yangon;Normal;Male;Home And Lifestyle;23.75;4;4.75;99.75;2019-03-16;11;Cash;95.0;4.75;5.2;Yangon_Normal_Male;3;95.0;3;92;24701.71;2;4;1;7;Silver;241;Less Recent;High Repurchaser;Low Spender;Less Recent, High Repurchaser, Low Spender
704-11-6354;A;Yangon;Member;Male;Home And Lifestyle;58.9;8;23.56;494.76;2019-01-06;11;Cash;471.2;23.56;8.9;Yangon_Member_Male;4;471.2;3;87;25708.96;2;4;4;10;Platinum;244;Less Recent;High Repurchaser;Top Spender;Less Recent, High Repurchaser, Top Spender
110-48-7033;B;Mandalay;Member;Male;Fashion Accessories;32.62;4;6.524;137.004;2019-01-29;14;Cash;130.48;6.524;9.0;Mandalay_Member_Male;7;130.48;1;80;25575.48;1;4;3;8;Gold;143;Most Recent;High Repurchaser;High Spender;Most Recent, High Repurchaser, High Spender
366-93-0948;A;Yangon;Member;Male;Electronic Accessories;66.35;1;3.3175;69.6675;2019-01-31;10;Credit Card;66.35;3.3175;9.7;Yangon_Member_Male;4;66.35;3;87;25708.96;2;4;4;10;Platinum;244;Less Recent;High Repurchaser;Top Spender;Less Recent, High Repurchaser, Top Spender
729-09-9681;A;Yangon;Member;Male;Home And Lifestyle;25.91;6;7.773;163.233;2019-02-05;10;E-Wallet;155.46;7.773;8.7;Yangon_Member_Male;4;155.46;3;87;25708.96;2;4;4;10;Platinum;244;Less Recent;High Repurchaser;Top Spender;Less Recent, High Repurchaser, Top Spender
151-16-1484;A;Yangon;Member;Male;Electronic Accessories;32.25;4;6.45;135.45;2019-02-13;12;E-Wallet;129.0;6.45;6.5;Yangon_Member_Male;4;129.0;3;87;25708.96;2;4;4;10;Platinum;244;Less Recent;High Repurchaser;Top Spender;Less Recent, High Repurchaser, Top Spender
380-94-4661;C;Naypyitaw;Member;Male;Electronic Accessories;65.94;4;13.188;276.948;2019-02-07;13;Credit Card;263.76;13.188;6.9;Naypyitaw_Member_Male;10;263.76;1;73;21169.37;1;4;1;6;Bronze;141;Most Recent;High Repurchaser;Low Spender;Most Recent, High Repurchaser, Low Spender
850-41-9669;A;Yangon;Normal;Female;Electronic Accessories;75.06;9;33.777;709.317;2019-03-19;13;E-Wallet;675.54;33.777;6.2;Yangon_Normal_Female;8;675.54;1;81;25358.19;1;4;2;7;Silver;142;Most Recent;High Repurchaser;Medium Spender;Most Recent, High Repurchaser, Medium Spender
821-07-3596;C;Naypyitaw;Normal;Female;Fashion Accessories;16.45;4;3.29;69.09;2019-03-07;14;E-Wallet;65.8;3.29;5.6;Naypyitaw_Normal_Female;2;65.8;3;82;25744.78;2;4;4;10;Platinum;244;Less Recent;High Repurchaser;Top Spender;Less Recent, High Repurchaser, Top Spender
655-85-5130;B;Mandalay;Member;Female;Fashion Accessories;38.3;4;7.66;160.86;2019-03-13;19;Cash;153.2;7.66;5.7;Mandalay_Member_Female;6;153.2;4;85;25571.84;3;4;3;10;Platinum;343;Very Long / Longest Time;High Repurchaser;High Spender;Very Long / Longest Time, High Repurchaser, High Spender
447-15-7839;A;Yangon;Member;Female;Sports And Travel;22.24;10;11.12;233.52;2019-02-09;11;Cash;222.4;11.12;4.2;Yangon_Member_Female;1;222.39999999999998;1;80;25374.35;1;4;2;7;Silver;142;Most Recent;High Repurchaser;Medium Spender;Most Recent, High Repurchaser, Medium Spender
154-74-7179;B;Mandalay;Normal;Male;Sports And Travel;54.45;1;2.7225;57.1725;2019-02-26;19;E-Wallet;54.45;2.7225;7.9;Mandalay_Normal_Male;11;54.45;2;90;25157.26;2;4;2;8;Gold;242;Less Recent;High Repurchaser;Medium Spender;Less Recent, High Repurchaser, Medium Spender
253-12-6086;A;Yangon;Member;Female;Sports And Travel;98.4;7;34.44;723.24;2019-03-12;12;Credit Card;688.8;34.44;8.7;Yangon_Member_Female;1;688.8000000000001;1;80;25374.35;1;4;2;7;Silver;142;Most Recent;High Repurchaser;Medium Spender;Most Recent, High Repurchaser, Medium Spender
808-65-0703;C;Naypyitaw;Normal;Male;Home And Lifestyle;35.47;4;7.094;148.974;2019-03-14;17;Credit Card;141.88;7.094;6.9;Naypyitaw_Normal_Male;5;141.88;1;77;25386.1;1;4;3;8;Gold;143;Most Recent;High Repurchaser;High Spender;Most Recent, High Repurchaser, High Spender
571-94-0759;B;Mandalay;Member;Female;Food And Beverages;74.6;10;37.3;783.3;2019-01-08;20;Cash;746.0;37.3;9.5;Mandalay_Member_Female;6;746.0;4;85;25571.84;3;4;3;10;Platinum;343;Very Long / Longest Time;High Repurchaser;High Spender;Very Long / Longest Time, High Repurchaser, High Spender
144-51-6085;A;Yangon;Member;Male;Home And Lifestyle;70.74;4;14.148;297.108;2019-01-05;16;Credit Card;282.96;14.148;4.4;Yangon_Member_Male;4;282.96;3;87;25708.96;2;4;4;10;Platinum;244;Less Recent;High Repurchaser;Top Spender;Less Recent, High Repurchaser, Top Spender
731-14-2199;A;Yangon;Member;Female;Home And Lifestyle;35.54;10;17.77;373.17;2019-01-04;13;E-Wallet;355.4;17.77;7.0;Yangon_Member_Female;1;355.4;1;80;25374.35;1;4;2;7;Silver;142;Most Recent;High Repurchaser;Medium Spender;Most Recent, High Repurchaser, Medium Spender
783-09-1637;B;Mandalay;Normal;Female;Sports And Travel;67.43;5;16.8575;354.0075;2019-03-06;18;E-Wallet;337.15;16.8575;6.3;Mandalay_Normal_Female;9;337.15000000000003;3;77;24836.06;2;4;1;7;Silver;241;Less Recent;High Repurchaser;Low Spender;Less Recent, High Repurchaser, Low Spender
687-15-1097;C;Naypyitaw;Member;Female;Health And Beauty;21.12;2;2.112;44.352;2019-01-03;19;Cash;42.24;2.112;9.7;Naypyitaw_Member_Female;12;42.24;1;96;33003.28;1;4;4;9;Platinum;144;Most Recent;High Repurchaser;Top Spender;Most Recent, High Repurchaser, Top Spender
126-54-1082;A;Yangon;Member;Female;Home And Lifestyle;21.54;9;9.693;203.553;2019-01-07;11;Credit Card;193.86;9.693;8.8;Yangon_Member_Female;1;193.85999999999999;1;80;25374.35;1;4;2;7;Silver;142;Most Recent;High Repurchaser;Medium Spender;Most Recent, High Repurchaser, Medium Spender
633-91-1052;A;Yangon;Normal;Female;Home And Lifestyle;12.03;2;1.203;25.263;2019-01-27;15;Cash;24.06;1.203;5.1;Yangon_Normal_Female;8;24.06;1;81;25358.19;1;4;2;7;Silver;142;Most Recent;High Repurchaser;Medium Spender;Most Recent, High Repurchaser, Medium Spender
477-24-6490;B;Mandalay;Normal;Female;Health And Beauty;99.71;6;29.913;628.173;2019-02-26;16;E-Wallet;598.26;29.913;7.9;Mandalay_Normal_Female;9;598.26;3;77;24836.06;2;4;1;7;Silver;241;Less Recent;High Repurchaser;Low Spender;Less Recent, High Repurchaser, Low Spender
566-19-5475;B;Mandalay;Normal;Male;Fashion Accessories;47.97;7;16.7895;352.5795;2019-01-07;20;Cash;335.79;16.7895;6.2;Mandalay_Normal_Male;11;335.78999999999996;2;90;25157.26;2;4;2;8;Gold;242;Less Recent;High Repurchaser;Medium Spender;Less Recent, High Repurchaser, Medium Spender
526-86-8552;C;Naypyitaw;Member;Female;Home And Lifestyle;21.82;10;10.91;229.11;2019-01-07;17;Cash;218.2;10.91;7.1;Naypyitaw_Member_Female;12;218.2;1;96;33003.28;1;4;4;9;Platinum;144;Most Recent;High Repurchaser;Top Spender;Most Recent, High Repurchaser, Top Spender
376-56-3573;C;Naypyitaw;Normal;Female;Fashion Accessories;95.42;4;19.084;400.764;2019-02-02;13;E-Wallet;381.68;19.084;6.4;Naypyitaw_Normal_Female;2;381.68;3;82;25744.78;2;4;4;10;Platinum;244;Less Recent;High Repurchaser;Top Spender;Less Recent, High Repurchaser, Top Spender
537-72-0426;C;Naypyitaw;Member;Male;Fashion Accessories;70.99;10;35.495;745.395;2019-03-20;16;Cash;709.9;35.495;5.7;Naypyitaw_Member_Male;10;709.9;1;73;21169.37;1;4;1;6;Bronze;141;Most Recent;High Repurchaser;Low Spender;Most Recent, High Repurchaser, Low Spender
828-61-5674;A;Yangon;Member;Male;Sports And Travel;44.02;10;22.01;462.21;2019-03-20;19;Credit Card;440.2;22.01;9.6;Yangon_Member_Male;4;440.20000000000005;3;87;25708.96;2;4;4;10;Platinum;244;Less Recent;High Repurchaser;Top Spender;Less Recent, High Repurchaser, Top Spender
136-08-6195;A;Yangon;Normal;Female;Home And Lifestyle;69.96;8;27.984;587.664;2019-02-15;17;Credit Card;559.68;27.984;6.4;Yangon_Normal_Female;8;559.68;1;81;25358.19;1;4;2;7;Silver;142;Most Recent;High Repurchaser;Medium Spender;Most Recent, High Repurchaser, Medium Spender
523-38-0215;C;Naypyitaw;Normal;Male;Home And Lifestyle;37.0;1;1.85;38.85;2019-03-06;13;Credit Card;37.0;1.85;7.9;Naypyitaw_Normal_Male;5;37.0;1;77;25386.1;1;4;3;8;Gold;143;Most Recent;High Repurchaser;High Spender;Most Recent, High Repurchaser, High Spender
490-29-1201;A;Yangon;Normal;Female;Sports And Travel;15.34;1;0.767;16.107;2019-01-06;11;Cash;15.34;0.767;6.5;Yangon_Normal_Female;8;15.34;1;81;25358.19;1;4;2;7;Silver;142;Most Recent;High Repurchaser;Medium Spender;Most Recent, High Repurchaser, Medium Spender
667-92-0055;A;Yangon;Member;Male;Health And Beauty;99.83;6;29.949;628.929;2019-03-04;15;E-Wallet;598.98;29.949;8.5;Yangon_Member_Male;4;598.98;3;87;25708.96;2;4;4;10;Platinum;244;Less Recent;High Repurchaser;Top Spender;Less Recent, High Repurchaser, Top Spender
565-17-3836;A;Yangon;Member;Female;Health And Beauty;47.67;4;9.534;200.214;2019-03-12;14;Cash;190.68;9.534;9.1;Yangon_Member_Female;1;190.68;1;80;25374.35;1;4;2;7;Silver;142;Most Recent;High Repurchaser;Medium Spender;Most Recent, High Repurchaser, Medium Spender
498-41-1961;B;Mandalay;Normal;Male;Health And Beauty;66.68;5;16.67;350.07;2019-02-20;18;Cash;333.4;16.67;7.6;Mandalay_Normal_Male;11;333.40000000000003;2;90;25157.26;2;4;2;8;Gold;242;Less Recent;High Repurchaser;Medium Spender;Less Recent, High Repurchaser, Medium Spender
593-95-4461;C;Naypyitaw;Member;Male;Home And Lifestyle;74.86;1;3.743;78.603;2019-03-24;14;Cash;74.86;3.743;6.9;Naypyitaw_Member_Male;10;74.86;1;73;21169.37;1;4;1;6;Bronze;141;Most Recent;High Repurchaser;Low Spender;Most Recent, High Repurchaser, Low Spender
226-71-3580;C;Naypyitaw;Normal;Female;Sports And Travel;23.75;9;10.6875;224.4375;2019-01-31;12;Cash;213.75;10.6875;9.5;Naypyitaw_Normal_Female;2;213.75;3;82;25744.78;2;4;4;10;Platinum;244;Less Recent;High Repurchaser;Top Spender;Less Recent, High Repurchaser, Top Spender
283-79-9594;B;Mandalay;Normal;Female;Food And Beverages;48.51;7;16.9785;356.5485;2019-01-25;13;Credit Card;339.57;16.9785;5.2;Mandalay_Normal_Female;9;339.57;3;77;24836.06;2;4;1;7;Silver;241;Less Recent;High Repurchaser;Low Spender;Less Recent, High Repurchaser, Low Spender
430-60-3493;A;Yangon;Member;Female;Home And Lifestyle;94.88;7;33.208;697.368;2019-02-03;14;Cash;664.16;33.208;4.2;Yangon_Member_Female;1;664.16;1;80;25374.35;1;4;2;7;Silver;142;Most Recent;High Repurchaser;Medium Spender;Most Recent, High Repurchaser, Medium Spender
139-20-0155;B;Mandalay;Member;Male;Electronic Accessories;40.3;10;20.15;423.15;2019-01-24;17;Credit Card;403.0;20.15;7.0;Mandalay_Member_Male;7;403.0;1;80;25575.48;1;4;3;8;Gold;143;Most Recent;High Repurchaser;High Spender;Most Recent, High Repurchaser, High Spender
558-80-4082;C;Naypyitaw;Normal;Male;Electronic Accessories;27.85;7;9.7475;204.6975;2019-03-14;17;E-Wallet;194.95;9.7475;6.0;Naypyitaw_Normal_Male;5;194.95000000000002;1;77;25386.1;1;4;3;8;Gold;143;Most Recent;High Repurchaser;High Spender;Most Recent, High Repurchaser, High Spender
278-97-7759;A;Yangon;Member;Female;Electronic Accessories;62.48;1;3.124;65.604;2019-02-18;20;Cash;62.48;3.124;4.7;Yangon_Member_Female;1;62.48;1;80;25374.35;1;4;2;7;Silver;142;Most Recent;High Repurchaser;Medium Spender;Most Recent, High Repurchaser, Medium Spender
316-68-6352;A;Yangon;Member;Female;Food And Beverages;36.36;2;3.636;76.356;2019-01-21;10;Cash;72.72;3.636;7.1;Yangon_Member_Female;1;72.72;1;80;25374.35;1;4;2;7;Silver;142;Most Recent;High Repurchaser;Medium Spender;Most Recent, High Repurchaser, Medium Spender
585-03-5943;B;Mandalay;Normal;Male;Health And Beauty;18.11;10;9.055;190.155;2019-03-13;11;E-Wallet;181.1;9.055;5.9;Mandalay_Normal_Male;11;181.1;2;90;25157.26;2;4;2;8;Gold;242;Less Recent;High Repurchaser;Medium Spender;Less Recent, High Repurchaser, Medium Spender
211-05-0490;C;Naypyitaw;Member;Female;Electronic Accessories;51.92;5;12.98;272.58;2019-03-03;13;Cash;259.6;12.98;7.5;Naypyitaw_Member_Female;12;259.6;1;96;33003.28;1;4;4;9;Platinum;144;Most Recent;High Repurchaser;Top Spender;Most Recent, High Repurchaser, Top Spender
727-75-6477;C;Naypyitaw;Normal;Male;Electronic Accessories;28.84;4;5.768;121.128;2019-03-29;14;Cash;115.36;5.768;6.4;Naypyitaw_Normal_Male;5;115.36;1;77;25386.1;1;4;3;8;Gold;143;Most Recent;High Repurchaser;High Spender;Most Recent, High Repurchaser, High Spender
